record_type|record_id|source_year|source_file|source_sheet|row_number|programme|key_output|key_indicator|annual_target|achieved_output|variance|status|comment|source_url|source_name|retrieved_at
performance_record|performance_budget_performance_by_program_0213|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|216|||2 Number of forege Demos Conducted|40|20|18|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0214|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|217|||3 Number of Livestock Farmer Trainings Conducted|40|22|40|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0215|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|218||03 Climate Smart Livestock Technologies Practices Implemented|||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0216|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|219|||1 Number of Livestock Farmers trained in Azolla production|50|499|-449|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0217|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|220|||2 Number of Livestock Farmers trained in Hydroponics fodder production|50|499|-449|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0218|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|221|||3 Number of Livestock farmers trained in feed formulation|50|499|50|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0219|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|222||04 Value addition conducted|||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0220|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|223|||1 Number of farmers trained in Livestock value addition and product development|50|11|50|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0221|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|224||01Monitoring, backstopping and supervision undertaken|||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0222|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|225|||1 Number of Monitoring and backstopping undertaken|12|6|6|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0223|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|226|||2 Number of meeting held|12|6|12|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0224|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|227||02 Agriculture and Commerical shows held|||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0225|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|228|||1 Number of shows held|2|2|0|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0226|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|229|Social Protection and Community Development||||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0227|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|230||01 Incapacited households assisted|||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0228|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|231|||1 Proportion of incapacitated households and individuals assisted with in-kind support|100||100|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0229|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|232|||2 Proportion of vulnerable students assessed and recommended for bursaries|100||100|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0230|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|233|||3 Proportion of stranded persons provided with transit shelter|100||100|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0231|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|234|||4 Proportion of families receiving counselling services|100||100|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0232|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|235||02 Old people supported|||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0233|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|236|||1 Proportion of old people provided with shelter|100||100|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0234|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|237||03 Welfare services provided|||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0235|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|238|||1 Proportion of GBV survivors supported|100||100|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0236|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|239|||2 Proportion of human trafficking victims suported|100||100|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0237|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|240||04 Cash for Work initiative Implemented|||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0238|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|241|||1 Number of beneficiaries receiving Cash for Work|32832||32832|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0239|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|242|||2 Proportion of Cash for Work funds disbursed|100||100|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0240|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|243||01 Adult literacy among the poor and vulnerable imparted|||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0241|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|244|||1 Number of awareness and sensitisation meetings held|18|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
performance_record|performance_budget_performance_by_program_0242|2024-2025|kafue_2024_2025_performance.xlsx|Budget performance by Program|245|||2 Number of Officers trained in Functional Literacy|9||9|||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 2025 performance|2026-09-11
