record_type|record_id|source_year|source_file|source_sheet|row_number|category|entity_name|description|province|district|constituency|ward|zone|sector|project_site|status|amount_requested|amount_recommended|amount_approved|amount_disbursed|annual_fees|termly_fees|date_approved|date_disbursed|source_url|source_name|retrieved_at
cdf_summary|2022_kafue_2022_cdf_submission_secondary_boarding_schools_summary|2022|kafue_2022_cdf_submission.xlsx|Secondary Boarding Schools||secondary_bursary_summary||74 source rows retained as a non-identifying count; individual beneficiary fields excluded.||Kafue|Kafue||||||||||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_summary|2022_kafue_2022_cdf_submission_skills_development_summary|2022|kafue_2022_cdf_submission.xlsx|Skills Development||skills_development_summary||372 source rows retained as a non-identifying count; individual beneficiary fields excluded.||Kafue|Kafue||||||||||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_summary|2023_kafue_2023_cdf_submission_secondary_boarding_schools_summary|2023|kafue_2023_cdf_submission.xlsx|Secondary Boarding Schools||secondary_bursary_summary||54 source rows retained as a non-identifying count; individual beneficiary fields excluded.||Kafue|Kafue||||||||||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_summary|2023_kafue_2023_cdf_submission_skills_development_summary|2023|kafue_2023_cdf_submission.xlsx|Skills Development||skills_development_summary||503 source rows retained as a non-identifying count; individual beneficiary fields excluded.||Kafue|Kafue||||||||||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_summary|2024_kafue_2024_cdf_submission_secondary_boarding_schools_summary|2024|kafue_2024_cdf_submission.xlsx|Secondary Boarding Schools||secondary_bursary_summary||106 source rows retained as a non-identifying count; individual beneficiary fields excluded.||Kafue|Kafue||||||||||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_summary|2024_kafue_2024_cdf_submission_skills_development_summary|2024|kafue_2024_cdf_submission.xlsx|Skills Development||skills_development_summary||409 source rows retained as a non-identifying count; individual beneficiary fields excluded.||Kafue|Kafue||||||||||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_summary|2024_kafue_2024_community_projects_secondary_boarding_schools_summary|2024|kafue_2024_community_projects.xlsx|Secondary Boarding Schools||secondary_bursary_summary||113 source rows retained as a non-identifying count; individual beneficiary fields excluded.||Kafue|Kafue||||||||||||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 community projects|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0002|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|8|empowerment_grant|ESTATES VILLE- MULTI-PURPOSE|VILLAGE BANKING|Lusaka|Kafue|Kafue|KASENJE|MUSAMBAZI|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0003|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|9|empowerment_grant|NABOYE GENDER|VILLAGE BANKING|Lusaka|Kafue|Kafue|KASENJE|NAMOYE|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0004|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|10|empowerment_grant|SANSAMUKENI WOMEN'S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|KASENJE|NABOYE|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0005|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|11|empowerment_grant|MTHUNZI GREY|POULTRY FARMING|Lusaka|Kafue|Kafue|KASENJE|HOLY SAVIOR|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0006|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|12|empowerment_grant|LUBUTO GENDER WOMEN,S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|KASENJE|Naboya|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0007|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|13|empowerment_grant|BUYANTASHI WOMEN,S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|KASENJE|ZONE 12|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0008|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|14|empowerment_grant|KABIC MULTI- PURPOSE|CHICKEN REARING|Lusaka|Kafue|Kafue|KASENJE|NABOYE|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0009|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|15|empowerment_grant|KANS- ARTS CLUB MULTI-PURPOSE|ENTERTAINMENT AND CULTURAL|Lusaka|Kafue|Kafue|KASENJE|MUZAMBAZI 2|ENTERTAINMENT|||20000|20000|20000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0010|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|16|empowerment_grant|CHIRIBE WOMEN’S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|KASENJE|COMMUNITY 5|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0011|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|17|empowerment_grant|GOLDEN BRIDGE MULTI-PURPOSE|FISH FARMING|Lusaka|Kafue|Kafue|KAFUE|MUCHUTO|AGRICULTURE|||30000|30000|30000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0012|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|18|empowerment_grant|NOT IN VAIN COORPERATIVE|POULTRY FARMING|Lusaka|Kafue|Kafue|KAFUE|KASEBA|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0013|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|19|empowerment_grant|MWAZILINDA MULTI-PURPOSE COORPERATIVE|VALUE ADDITIONAL TO MEAT PRODUCTION|Lusaka|Kafue|Kafue|KAFUE|ZONE 1|SMALL AND MEDIUM ENTERPRISE|||40000|40000|40000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0014|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|20|empowerment_grant|MASHELENI WOMEN’S CLUB|POULTRY PRODUCTION|Lusaka|Kafue|Kafue|KAFUE|ZONE 1|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0015|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|21|empowerment_grant|PROGRESS YOUTH CLUB|POULTRY PRODUCTION|Lusaka|Kafue|Kafue|KAFUE|ZONE 2|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0016|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|22|empowerment_grant|TRUE VINE WOMEN,S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|KAFUE|ZONE 9|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0017|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|23|empowerment_grant|KAFUE NEW START MULTI-PURPOSE COOPERATIVE|POULTRY FARMING|Lusaka|Kafue|Kafue|KAFUE|CHAWAMA|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0018|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|24|empowerment_grant|TULUMBE WOMEN,S CLUB|POULTRYFARMING|Lusaka|Kafue|Kafue|KABWEZA|KASAMU ZONE 1|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0019|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|25|empowerment_grant|LISWALANE MULTI-PURPOSE CLUB|POULTRY FARMING|Lusaka|Kafue|Kafue|KABWEZA|kabweza|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0020|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|26|empowerment_grant|SUNTWE MULTI-PURPOSE|POULTRY PROJECTS|Lusaka|Kafue|Kafue|KABWEZA|KASAMU ZONE 1|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0021|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|27|empowerment_grant|TUBONE WOMEN’S CLUB|POULTRY PROJECT|Lusaka|Kafue|Kafue|KABWEZA|KASAMU ZONE 1|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0022|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|28|empowerment_grant|COHESION FOR DEVELOPMENT CLUB|POULTRY PROJECTS|Lusaka|Kafue|Kafue|KABWEZA|ZONE 3|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0023|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|29|empowerment_grant|HOPE YOUTH ORGANIZATION CLUB|POULTRY PROJECTS|Lusaka|Kafue|Kafue|KABWEZA|ZONE 1|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0024|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|30|empowerment_grant|RUBATANO WOMEN’S CLUB|POULTRY PROJECTS|Lusaka|Kafue|Kafue|KABWEZA|ZONE 2|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0025|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|31|empowerment_grant|CHENAMO WOMEN’S CLUB|GOAT REARING|Lusaka|Kafue|Kafue|KAMBALE|MUFURUTSA|AGRICULTURE|||15000|15000|15000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0026|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|32|empowerment_grant|FILILAYI WOMEN’S CLUB|GOAT REARING|Lusaka|Kafue|Kafue|KAMBALE|GOTA-GOTA|AGRICULTURE|||15000|15000|15000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0027|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|33|empowerment_grant|SARUDZAI WOMEN’S CLUB|GOAT REARING|Lusaka|Kafue|Kafue|KAMBALE|GOTA-GOTA|AGRICULTURE|||15000|15000|15000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0028|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|34|empowerment_grant|CHANJANO|GOAT REARING|Lusaka|Kafue|Kafue|KAMBALE|MUFURUTSA|AGRICULTURE|||15000|15000|15000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0029|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|35|empowerment_grant|LUBONO WOMEN’S CLUB|GOAT REARING|Lusaka|Kafue|Kafue|KAMBALE|MUFURUTSA|AGRICULTURE|||15000|15000|15000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0030|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|36|empowerment_grant|KAPONGO YOUTH CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|LUKOLONGO|ZONE 2|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0031|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|37|empowerment_grant|SEEGMA MULTI-PURPOSE COORPERATIVE SOCIETY|CHICKEN REARING|Lusaka|Kafue|Kafue|LUKOLONGO|ZONE 2|AGRICULTURE|||9900|9900|9900||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0032|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|38|empowerment_grant|MUKUYU WOMEN’S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|LUKOLONGO|LIKASA ZONE|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0033|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|39|empowerment_grant|CONCORDANCE YOUTH MULTI-PURPOSE COOPERATIVE|VILLAGE BANKING|Lusaka|Kafue|Kafue|LUKOLONGO|ZONE 2|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0034|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|40|empowerment_grant|MULUNDU WAPANDE WOMEN’S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|LUKOLONGO|ZONE 12|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0035|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|41|empowerment_grant|KUSALIFYA WOMEN,S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|LUKOLONGO|ZONE 2|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0036|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|42|empowerment_grant|KAMUBOOLA WOMEN’S CLUB|VILLAGE CHICKEN REARING|Lusaka|Kafue|Kafue|MALUNDU|ZONE 1|AGRICULTURE|||40000|40000|40000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0037|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|43|empowerment_grant|SHALUPA HIDDEN TREASURER WOMEN’S CLUB|chicken rearing|Lusaka|Kafue|Kafue|MALUNDU|ZONE 11|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0038|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|44|empowerment_grant|JAULANIKA MULTI-PURPOSE COOPERATIVE|POULTRY FARMING|Lusaka|Kafue|Kafue|MALUNDU|ZONE 2|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0039|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|45|empowerment_grant|TINASHE KABWANDU YOUTH|BROILER FARMING|Lusaka|Kafue|Kafue|MALUNDU|ZONE 2|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0040|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|46|empowerment_grant|KANYANGALA WOMEN’S CLUB|TOILORING|Lusaka|Kafue|Kafue|CHITENDE|KABWANDU ZONE|TOILORING|||5000|5000|5000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0041|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|47|empowerment_grant|MAKANYA WOMEN’S CLUB|GOAT REARING|Lusaka|Kafue|Kafue|CHITENDE|KANYANGALA ZONE|AGRICULTURE|||15000|15000|15000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0042|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|48|empowerment_grant|KABWADU WOMEN’S CLUB|POULTRY FARMING|Lusaka|Kafue|Kafue|CHITENDE|KABWADU ZONE|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0043|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|49|empowerment_grant|TIKONDANE WOMEN,S CLUB|AGRICULTURE|Lusaka|Kafue|Kafue|CHITENDE|KABWADU ZONE|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0044|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|50|empowerment_grant|CHIPONGWE RIVER SIDE|HOTICULTURAL PROJECT|Lusaka|Kafue|Kafue|CHITENDE|KANYANGALA ZONE|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0045|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|51|empowerment_grant|TICTOK MULTIPURPOSE COOPERATIVE|COOPERATIVE GARDENING|Lusaka|Kafue|Kafue|CHISAKILA|CHISAKILA|AGRICULTURE|||20000|20000|20000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0046|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|52|empowerment_grant|SHUNGU YOUTH CLUB|GOAT REARING|Lusaka|Kafue|Kafue|CHISAKILA|MBODZA|AGRICULTURE|||50000|50000|50000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0047|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|53|empowerment_grant|NYAMAGWETE WOMEN'S CLUB|LIVESTOCK FARMING|Lusaka|Kafue|Kafue|CHIAWA|CHIAWA|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0048|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|54|empowerment_grant|KAMBAJE WOMEN'S CLUB|FARMING|Lusaka|Kafue|Kafue|CHIAWA|MUGURAMENO|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0049|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|55|empowerment_grant|EMBANAMWALI MULTIPURPOSE|POULTRY|Lusaka|Kafue|Kafue|CHIAWA|MUGURAMENO|AGRICULTURE|||5 039.00|5 039.00|5 039.00||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0050|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|56|empowerment_grant|MUZALA NEVETA WOMEN'S CLUB|LIVESTOCK PRODUCTION|Lusaka|Kafue|Kafue|CHIAWA|CHIAWA|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0051|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|57|empowerment_grant|ALINAFE MULTI-PURPOSE|CHICKEN REARING|Lusaka|Kafue|Kafue|CHIAWA|CHIAWA|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0052|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|58|empowerment_grant|TWAKALEKA KUYOWA YOUTH CLUB|POULTRY PRODUCTION0N|Lusaka|Kafue|Kafue|CHIAWA|CHIAWA|AGRICULTURE|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0053|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|59|empowerment_grant|BLESSINGS WOMEN'S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|MAGOBA|ZONE 15|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0054|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|60|empowerment_grant|TWINAKA WOMEN'S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|MAGOBA|ZONE 15|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-09-15 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0055|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|61|empowerment_grant|LIVING HOPE CLUB|FISH TRADING|Lusaka|Kafue|Kafue|MAGOBA|ZONE 15|AGRICULTURE|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0056|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|62|empowerment_grant|CHILELEKO WOMEN'S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|MAGOBA|ZONE 15|SAVINGS AND CREDIT FACILITY|||10.000.00|10.000.00|10.000.00||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0057|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|63|empowerment_grant|NHKOCHILI WOMEN'S CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|MAGOBA|ZONE 15|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0058|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|64|empowerment_grant|BLESSINGS OSAWE WOMEN'S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|MAGOBA|ZONE 15|AGRICULTURE|||10000|10000|10000||||2022-05-25 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
