record_type|record_id|source_year|source_file|source_sheet|row_number|category|entity_name|description|province|district|constituency|ward|zone|sector|project_site|status|amount_requested|amount_recommended|amount_approved|amount_disbursed|annual_fees|termly_fees|date_approved|date_disbursed|source_url|source_name|retrieved_at
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0124|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|130|empowerment_grant|MAINDO YOUTH CLUB|RESTAURANT|Lusaka|Kafue|Kafue|KASENJE|1|SMALL AND MEDIUM ENTERPRISE|||21500|21500|21500||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0125|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|131|empowerment_grant|KAPONGO WOMEN CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|KASENJE|NABOYE|SAVINGS AND CREDIT FACILITY|||9900|9900|9900||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0126|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|132|empowerment_grant|MUSEMU WALUSUMPUKO CLUB|BLOCK MAKING|Lusaka|Kafue|Kafue|MAGOBA|chanyanya|SMALL AND MEDIUM ENTERPRISE|||40000|40000|40000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0127|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|133|empowerment_grant|SHANTUMBU WOMEN'S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|LUKOLONGO|KAPONGO|AGRICULTURE|||9900|9900|9900||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0128|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|134|empowerment_grant|MWACHILENGA YOUTH CLUB|VILLAGE BANKING|Lusaka|Kafue|Kafue|LUKOLONGO|LISHIKO|SAVINGS AND CREDIT FACILITY|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0129|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|135|empowerment_grant|MWASHAMPUTA YOUTH CLUB|VEGETABLE GROWING|Lusaka|Kafue|Kafue|CHISANKANE|apex 1|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0130|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|136|empowerment_grant|SANGO LINOPA WOMEN'S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|CHISANKANE|4|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0131|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|137|empowerment_grant|FORTUNE YOUTH CLUB|PIGGERY|Lusaka|Kafue|Kafue|CHIKUPI|ZONE 14|AGRICULTURE|||40000|40000|40000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0132|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|138|empowerment_grant|TABO COOPERATIVE|HAMMER MILL|Lusaka|Kafue|Kafue|CHIAWA|CHINJATA|SMALL AND MEDIUM ENTERPRISE|||39950|39950|39950||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0133|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|139|empowerment_grant|KUDAKWAISHE WOMEN'S CLUB|CARPENTRY AND JOINERY|Lusaka|Kafue|Kafue|CHITENDE|KABWADU ZONE|CARPENTRY AND JOINERY|||31000|31000|31000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0134|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|140|empowerment_grant|TAFARA WOMEN'S CLUB|CHICKEN REARING|Lusaka|Kafue|Kafue|MUNGU|CHIKOKA ZONE|AGRICULTURE|||13000|13000|13000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0135|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|141|empowerment_grant|MULUWE WOMEN'S CLUB|TOILORING|Lusaka|Kafue|Kafue|KAMBALE|GOTA-GOTA|TOILORING|||14500|14500|14500||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0136|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|142|empowerment_grant|TAKOMBOREHWA YOUTH CLUB|GOAT REARING|Lusaka|Kafue|Kafue|KAMBALE|MULANGWA|AGRICULTURE|||5000|5000|5000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0137|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|143|empowerment_grant|CHIFUKULE MULITPURPOSE COOPERATIVE|POULTRY FARMING|Lusaka|Kafue|Kafue|CHISAKILA|CHISAKILA|AGRICULTURE|||9850|9850|9850||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0138|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|144|empowerment_grant|NAKANDO MULTIPURPOSE SOCIETY|CHICKEN REARING|Lusaka|Kafue|Kafue|CHISAKILA|MALABANIYA|AGRICULTURE|||10000|10000|10000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0139|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|145|empowerment_grant|TWAPENGA CHINDUNDU|VILLAGE BANKING|Lusaka|Kafue|Kafue|CHIFWEMA|MWACHISAKULO|SAVINGS AND CREDIT FACILITY|||50000|50000|50000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0140|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|146|empowerment_grant|CHILIDI|VILLAGE BANKING|Lusaka|Kafue|Kafue|CHIFWEMA|MULUNDU ZONE 9|SAVINGS AND CREDIT FACILITY|||5000|5000|5000||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_empowerment_grants_0141|2022|kafue_2022_cdf_submission.xlsx|Empowerment Grants|147|empowerment_grant|NEW HOPE MULTIPURPOSE COOPERATIVE|GARDENING|Lusaka|Kafue|Kafue|CHIFWEMA|NAKANGA|AGRICULTURE|||9450|9450|9450||||2022-04-08 00:00:00|0|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0001|2022|kafue_2022_cdf_submission.xlsx|LOANS|7|cdf_loan||Events|Lusaka|Kafue|Kafue|Chisankane|Shantumbu|hospitality|||200000|100000|100000|100000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0002|2022|kafue_2022_cdf_submission.xlsx|LOANS|8|cdf_loan||Bakery|Lusaka|Kafue|Kafue|Shimabala|chipapa||||200000|180000|180000|180000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0003|2022|kafue_2022_cdf_submission.xlsx|LOANS|9|cdf_loan||Poultry ( Egg Incubation)|Lusaka|Kafue|Kafue|Shimabala|chipapa|agriculture|||200000|57750|57750|57750|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0004|2022|kafue_2022_cdf_submission.xlsx|LOANS|10|cdf_loan||Aqua-culture|Lusaka|Kafue|Kafue|Chisakila|shampeyo|agriculture|||200000|100000|100000|100000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0005|2022|kafue_2022_cdf_submission.xlsx|LOANS|11|cdf_loan||Supplying Stationary|Lusaka|Kafue|Kafue|Shabusale|Mutendere 1|small & medium enterprise|||200000|100000|100000|100000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0006|2022|kafue_2022_cdf_submission.xlsx|LOANS|12|cdf_loan||Pig Production|Lusaka|Kafue|Kafue|Shabusale|mutendere 6|agriculture|||200000|100000|100000|100000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0007|2022|kafue_2022_cdf_submission.xlsx|LOANS|13|cdf_loan||Supplying Dry Foods/poultry|Lusaka|Kafue|Kafue|Shabusale|Mutendere 3|small & medium enterprise|||200000|50000|50000|50000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0008|2022|kafue_2022_cdf_submission.xlsx|LOANS|14|cdf_loan||Sawdust/Wood shaving machine|Lusaka|Kafue|Kafue|Kafue|Kalundu view|small & medium enterprise|||200000|100000|100000|100000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0009|2022|kafue_2022_cdf_submission.xlsx|LOANS|15|cdf_loan||Sunflower Processing|Lusaka|Kafue|Kafue|Kafue|Labour office 1|small & medium enterprise|||200000|100000|100000|100000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0010|2022|kafue_2022_cdf_submission.xlsx|LOANS|16|cdf_loan||Butchery|Lusaka|Kafue|Kafue|Shikoswe|old shikoswe|small & medium enterprise|||200000|100000|100000|100000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0011|2022|kafue_2022_cdf_submission.xlsx|LOANS|17|cdf_loan||Repackaging|Lusaka|Kafue|Kafue|Matanda|Railside 1|small & medium enterprise|||200000|30000|30000|30000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0012|2022|kafue_2022_cdf_submission.xlsx|LOANS|18|cdf_loan||Butchery|Lusaka|Kafue|Kafue|Matanda|Railside 3|small & medium enterprise|||200000|80000|80000|80000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0013|2022|kafue_2022_cdf_submission.xlsx|LOANS|19|cdf_loan||Timber Supplying|Lusaka|Kafue|Kafue|Matanda|Raildide 2|small & medium enterprise|||200000|100000|100000|100000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0014|2022|kafue_2022_cdf_submission.xlsx|LOANS|20|cdf_loan||Selling of spare parts/ completion of the garage|Lusaka|Kafue|Kafue|Shikoswe|greenfield|small & medium enterprise|||200000|50000|50000|50000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0015|2022|kafue_2022_cdf_submission.xlsx|LOANS|21|cdf_loan||Hospitality|Lusaka|Kafue|Kafue|Chisankane|Shatumbu|hospitality|||200000|100000|100000|100000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0016|2022|kafue_2022_cdf_submission.xlsx|LOANS|22|cdf_loan||School|Lusaka|Kafue|Kafue|Chisankane|shatumbu 3|education|||200000|120000|120000|120000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0017|2022|kafue_2022_cdf_submission.xlsx|LOANS|23|cdf_loan||Agro-business|Lusaka|Kafue|Kafue|Chisankane|shatumbu 1|small & medium enterprise|||200000|100000|100000|100000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0018|2022|kafue_2022_cdf_submission.xlsx|LOANS|24|cdf_loan||Chicken Rearing|Lusaka|Kafue|Kafue|Kasenje|Kasenje|agriculture|||200000|15000|15000|15000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0019|2022|kafue_2022_cdf_submission.xlsx|LOANS|25|cdf_loan||Piggery|Lusaka|Kafue|Kafue|Kambale|Mafungautsi|agriculture|||200000|100000|100000|100000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0020|2022|kafue_2022_cdf_submission.xlsx|LOANS|26|cdf_loan||Laundry soap|Lusaka|Kafue|Kafue|Matanda|kashelela 1|small & medium enterprise|||200000|70000|70000|70000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0021|2022|kafue_2022_cdf_submission.xlsx|LOANS|27|cdf_loan||Hardware|Lusaka|Kafue|Kafue|Shikoswe|old shikoswe|small & medium enterprise|||200000|140000|140000|140000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0022|2022|kafue_2022_cdf_submission.xlsx|LOANS|28|cdf_loan||Clinical Services|Lusaka|Kafue|Kafue|Shikoswe|old shikoswe|health|||200000|137050|137050|137050|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0023|2022|kafue_2022_cdf_submission.xlsx|LOANS|29|cdf_loan||Agro-business|Lusaka|Kafue|Kafue|Shimabala|chipongwe|small & medium enterprise|||200000|50000|50000|50000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_loans_0024|2022|kafue_2022_cdf_submission.xlsx|LOANS|30|cdf_loan||Carpentry & Metal Fabrication|Lusaka|Kafue|Kafue|Chisankane|shatumbu 1|small & medium enterprise|||200000|51000|51000|51000|||||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0001|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|7|community_project|soloboni primary school rehabiliatiton|Rehabilitation of a blown off for 1X4, 1X2 classroom blocks at soloboni primary school|LUSAKA|KAFUE|KAFUE|SHABUSALE|MUTENDERE|EDUCATION|SHABUSALE|100% Completed|||577628.09||||08/04/2022||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0002|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|8|community_project|Kabweza maternity ward rehabilitation|electrification and construction of a ceiling board at kabweza maternity ward|LUSAKA|KAFUE|KAFUE|KABWEZA|KABWEZA|HEALTH|KABWEZA|100% Completed|||95000||||08/04/2023||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0003|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|9|community_project|Fabrication of 200 desks for Mungu primary school|Fabrication and supply of 100 nodouble seaters and 100 tables and chairs to kafue town council FOR MUNGU PRIMARY SCH|LUSAKA|KAFUE|KAFUE|MUNGU|MUNGU|EDUCATION|MUNGU|100% Completed|||217000||||08/04/2024||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0004|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|10|community_project|Kanyangala Ablution block and Water reticulation system at health post|CONSTRUCTION OF AN ABLUTION BLOCK AT KANYANGALA HEALTH POST and WATER RETICULATION SYSTEM TO THE HEALTH POST|LUSAKA|KAFUE|KAFUE|CHITENDE|KANYANGALA|HEALTH|KANYANGALA|100% Completed|||238032.3||||08/04/2025||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0005|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|11|community_project|UPGRADING OF WATER SYSYEM KANYANGALA HEALTH POST|CONTRACT FOR THE TENDER FOR THE UPGRADING OF AN EXISTING WATER SUPPLY SYSTEM TO A SOLAR POWERED BOREHOLE WITH A 5000L CAPACITY TANK AND STAND AT KANYANGALA HEALTH POST|LUSAKA|KAFUE|KAFUE|CHITENDE|KANYANGALA|HEALTH|KANYANGALA|100% Completed|||96132.3||||08/04/2026||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0006|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|12|community_project|CHIKUPI PRIMARY SCHOOL 1X3 CLASSROOM BLOCK|CONSTRUCTION OF A 1X3 CLASSROOM BLOCK AT CHIKUPI PRIMARY SCHOOL|LUSAKA|KAFUE|KAFUE|CHIKUPI|CHILAMBIRA|EDUCATION|CHILAMBIRA|100% Completed|||1280741.52||||08/04/2027||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0007|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|13|community_project|MULANGWA PRIMARY SCHOOL 1X3 AND SCHOOL WATER SYSTEM|CONSTRUCTION OF A 1X3 CLASSROOM BLOCK AND AN ABLUTION BLOCK FOR A PRIMARY SCHOOL & DRILLING/ EQUIPPING OF A SOLAR POWERED BOREHOLE WITH 2X 5000L CAPACITY TANK AND STAND AT MULANGWA PRIMARY SCH|LUSAKA|KAFUE|KAFUE|KAMBALE|MULANGWA|EDUCATION|MULANGWA||||2062943.64357375||||08/04/2028||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0008|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|14|community_project|KAFUE TOWN POLICE STATION|CONSTRUCTION OF POLICE STATION IN KAFUE TOWN (CBD) WITH A 5000L TANK AND TANK STAND|LUSAKA|KAFUE|KAFUE|KAFUE TOWN||SECURITY|KAFUE TOWN|100% Completed|||2407702.22||||08/04/2029||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0009|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|15|community_project|SIMWANDO CLINIC SOLAR BOREHOLE|DRILLING OF SOLAR POWERED BOREHOLE AT SIMWANDO CLINIC|LUSAKA|KAFUE|KAFUE|MALUNDU|CHIPAPA|HEALTH|SIMWANDO|100% Completed|||189517||||08/04/2030||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0010|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|16|community_project|MOTOR GRADER PROCUREMENT|PROCUREMENT OF A MOTOR GRADER|LUSAKA|KAFUE|KAFUE|KAFUE CONSTITUENCY||ROADS|KAFUE CONSTITUENCY|100% Completed|||4284000||||08/04/2031||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0011|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|17|community_project||PROCUREMENT OF A TIPPER TRUCK|LUSAKA|KAFUE|KAFUE|KAFUE CONSTITUENCY||ROADS|KAFUE CONSTITUENCY|100% Completed|||1394000||||08/04/2032||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0012|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|18|community_project|LANDCRUISER PROCUREMENT|PROCUREMENT OF A LANDCRUISER FOR MONITORING|LUSAKA|KAFUE|KAFUE|KAFUE CONSTITUENCY|||KAFUE CONSTITUENCY|100% Completed|||1200000||||08/04/2033||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0013|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|19|community_project|CHIPAPA PRIMARY SCHOOL BLOWN OFF ROOF|REHABILITATION OF A BLOWN OFF ROOF AT CHIPAPA PRIMARY SCHOOL|LUSAKA|KAFUE|KAFUE|MALUNDU||EDUCATION|MALUNDU|100% Completed|||155813.23||||08/04/2034||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0014|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|20|community_project|TLB REPAIR|REPAIR OF TLB ENGINE|LUSAKA|KAFUE|KAFUE|KAFUE CONSTITUENCY|||KAFUE CONSTITUENCY|100% Completed|||547141.12||||08/04/2035||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0015|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|21|community_project|CHIPARAMBA PRIMARY 1X3 CLASSROOM BLOCK|COMPLETION OF CHIPARAMBA PRIMARY SCHOOL 1X3 CRB|LUSAKA|KAFUE|KAFUE|SHABUSALE|MUTENDERE|EDUCATIION|MUTENDERE|100% Completed|||637190.78||||08/04/2036||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0016|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|22|community_project|RAILSAIDE COMMUNITY SCHOOL|COMPLETION OF RAILSIDE COMMUNITY SCHOOL|LUSAKA|KAFUE|KAFUE|MATANDA|RAILSIDE|EDUCATIION|RAILSIDE|100% Completed|||479804.82||||08/04/2037||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0017|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|23|community_project|SHANTUMBU POLICE POST|COMPLETION OF SHANTUMBU POLICE POST|LUSAKA|KAFUE|KAFUE|CHISANKANE|SHANTUMBU|SECURITY|SHANTUMBU|100% Completed|||365154.4||||08/04/2038||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2022_kafue_2022_cdf_submission_community_projects_0018|2022|kafue_2022_cdf_submission.xlsx|COMMUNITY PROJECTS|24|community_project|KAMBALE MARKET SHELTER|REHABILITATION OF KAMBALE MARKET SHELTER|LUSAKA|KAFUE|KAFUE|KAMBALE|DANDIKER|INFRUSTRUCTURE|DANDIKER|100% Completed|||35850||||08/04/2039||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2022 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0002|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|8|empowerment_grant|TAONGA YOUTH CLUB|TAILORING|LUSAKA|KAFUE|KAFUE|SHABUSALE|2|TRADE & COMMERNCE|||40000|25000|25000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0003|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|9|empowerment_grant|MAULSON CLUB|TAILORING|LUSAKA|KAFUE|KAFUE|SHABUSALE|6|TRADE & COMMERNCE|||40000|25000|25000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0004|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|10|empowerment_grant|BULK & LIQUOR CLUB|BUSINESS LOANS|LUSAKA|KAFUE|KAFUE|SHABUSALE|6|BANKING & FINANCE|||40000|10000|10000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0005|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|11|empowerment_grant|VOICE OF KAFUE NEWS CLUB|MEDIA|LUSAKA|KAFUE|KAFUE|SHABUSALE|MUTENDERE 8|COMMUNICATION|||40000|30000|30000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0006|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|12|empowerment_grant|TEKUMWENZO CLUB|TAILORING|LUSAKA|KAFUE|KAFUE|SHABUSALE|10|TRADE & COMMERNCE|||40000|30000|30000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
